date	url	title	company	reason	replacement_url	job_id
2026-08-03	https://jobs.workable.com/view/3tuvF3tHcBQWsZHQ9oNfLD/hybrid-digital-analytics-consultant---shanghai-in-shanghai-at-fifty-five	Digital Analytics Consultant - Shanghai	Fifty-Five	HTTP 410		j_d5acc03db758
2026-08-03	https://jobs.smartrecruiters.com/BEUMERGroup1/744000117585262-junior-marketing-specialist-	Junior Marketing & PA Specialist	BEUMER Group	job has expired		j_b9e8a9a2d1c1
2026-08-03	https://jobs.smartrecruiters.com/NBCUniversal3/744000131587079-assistant-category-manager-toys-hardline-up-e-china	Assistant Category Manager – Toys & Hardline, UP&E China	NBCUniversal	job has expired		j_529b44ed296c
2026-08-03	https://jobs.smartrecruiters.com/WesternDigital/744000118314111-system-application-hdd-diagnostic-engineer	Senior System Application HDD Diagnostic Engineer	Western Digital	job has expired		j_86617eb6a017
2026-08-03	https://job-boards.greenhouse.io/forter/jobs/8175381002	Sales Development Representative - GCR	Forter	redirects to company job-board landing page; selected role unavailable		j_975c71f44e45
2026-08-04	https://job-boards.greenhouse.io/marqvision/jobs/5205845008	Senior Partnerships Lead	MarqVision	redirects to company job-board landing page		j_eedf9103d1ab
2026-08-04	https://job-boards.greenhouse.io/guidepoint/jobs/8356476002	Compliance Associate	Guidepoint	redirects to company job-board landing page		j_6cdc6da7440b
2026-08-04	https://job-boards.greenhouse.io/adyen/jobs/7765236	Senior Compliance Advisory Officer	Adyen	redirects to company job-board landing page		j_a5943b3a7059
2026-08-04	https://job-boards.greenhouse.io/flexport/jobs/7490893	Procurement Operations associate	Flexport	redirects to company job-board landing page		j_dc336ba3370d
2026-08-04	https://job-boards.greenhouse.io/alpaca/jobs/5972648004	Production Support Engineer	Alpaca	redirects to company job-board landing page		j_8613fe9aa736
2026-08-04	https://jobs.smartrecruiters.com/Vitol/744000082578956-trade-accountant-1-year-contract-	Trade Accountant (1 year contract)	Vitol	job has expired		j_25b6ac72aac2
2026-08-04	https://jobs.smartrecruiters.com/NBCUniversal3/744000105808845-sales-ops-intern-tvd-shanghai-	Sales Ops Intern - TVD (Shanghai)	NBCUniversal	job has expired		j_4123a634a2a3
2026-08-04	https://jobs.smartrecruiters.com/Ubisoft2/744000094675855-game-designer-multiplayer-casual-party-game-	Game Designer - Multiplayer [Casual Party Game]	Ubisoft	job has expired		j_29afb5d7ff77
2026-08-04	https://jobs.smartrecruiters.com/HMGroup/744000123635799-digital-experience-specialist	Digital Experience Specialist	H&M Group	job has expired		j_ab77cd0ac676
2026-08-04	https://jobs.smartrecruiters.com/Sandisk/744000123346619-engineer-quality-assurance-engineering	Engineer, Quality Assurance Engineering	Sandisk	job has expired		j_cb15e3c35eaa
2026-08-04	https://jobs.workable.com/view/p5MByBC3jREAF8NCd5EQM7/remote-junior-auditor-%282-month-project-based-engagement%29---chinese-language-expertise-in-china-at-volga-partners	Junior Auditor (2-Month Project-Based Engagement) - Chinese Language Expertise	Volga Partners	HTTP 410		j_50fffd375542
2026-08-04	https://job-boards.greenhouse.io/starchild/jobs/5313889008	Marketing Operations Specialist	Starchild	page shows a different job title		j_f81ecdca00a3
2026-08-04	https://job-boards.greenhouse.io/nex/jobs/5051150008	Senior Supply Chain Data Analyst	Nex	redirects to company job-board landing page		j_7150bd96c4a5
2026-08-04	https://job-boards.greenhouse.io/canonical/jobs/5396437	PC Platforms Kernel Engineer - Ubuntu Linux	Canonical	application page blocked by CAPTCHA marker		j_1d0f7025abc4
2026-08-04	https://job-boards.greenhouse.io/scopely/jobs/4921191008	Producer - LiveOps	Scopely	redirects to company careers landing page		j_bb0a5969e364
2026-08-04	https://jobs.smartrecruiters.com/NielsenIQ/744000123882977-intern-operations-mandarin-speaker-	Intern, Operations (Mandarin Speaker)	NielsenIQ	job has expired		j_a76aa3bcfe61
2026-08-05	https://job-boards.greenhouse.io/scopely/jobs/5232974008	Senior Producer (Interpretation)	Scopely	redirects to company careers landing page		j_3e107976b986
2026-08-05	https://job-boards.greenhouse.io/quince/jobs/5232030008	Go-to-Market Systems & CRM Manager	Quince	redirects to company job-board landing page		j_c6f647d4961a
2026-08-05	https://job-boards.greenhouse.io/authenticbrandsgroup/jobs/5657156004	People & Culture Specialist	Authentic Brands Group	redirects to company job-board landing page		j_7eaaacdcb4d8
2026-08-05	https://jobs.smartrecruiters.com/Aumovio/744000100017761-manager-china-digital-transformation	Manager - China Digital Transformation	AUMOVIO	job has expired		j_795f184ba258
2026-08-05	https://jobs.smartrecruiters.com/QIMA/744000113395637-quality-leader-	Quality Leader	QIMA	job has expired		j_c14981ed5a70
2026-08-06	https://careers.mccormick.com/job/SHANGHAI-Assistant-Marketing-Manager-SH-200333/1400108400	Assistant Marketing Manager	McCormick & Company	no reader-visible application path		j_7bf67f9f154b
2026-08-06	https://www.kering.com/en/talent/job-offers/asia/kering-eyewear-assistant-integrated-marketing-manager	Assistant Integrated Marketing Manager	Kering Eyewear	redirects to regional job listing page		j_1b15fb835fc6
2026-08-06	https://dyson.wd3.myworkdayjobs.com/en-US/dyson_careers/job/Assistant-Brand-Manager_JR37203	Assistant Brand Manager	Dyson	public page does not expose matching job title or company details		j_1932ddec1528
2026-08-06	https://pernodricard.wd3.myworkdayjobs.com/en-US/pernod-ricard/job/Assistant-Brand-Manager_JR-053671-1	Assistant Brand Manager	Pernod Ricard	public page does not expose matching job title or company details		j_49ddac38df75
2026-08-06	https://careers.coca-colacompany.com/job/23491899/manager-brand-management-coca-cola-trademark-shanghai-cn	Manager, Brand Management, Coca-Cola Trademark	The Coca-Cola Company	application deadline has passed		j_f0ae226dfaf8
2026-08-06	https://mdlz.wd3.myworkdayjobs.com/en-US/External/job/Brand-Manager--Stride-Flavor-Line_R-167223	Brand Manager, Stride Flavor Line	Mondelēz International	public page does not expose matching job title or company details		j_f694697d1830
2026-08-06	https://chinajobs.disneycareers.cn/en/job/shanghai/associate-manager-consumer-activation-social-media-and-new-channel-development-%E5%8A%A9%E7%90%86%E7%BB%8F%E7%90%86-%E6%B6%88%E8%B4%B9%E8%80%85%E8%90%A5%E9%94%80-%E7%A4%BE%E4%BA%A4%E5%AA%92%E4%BD%93%E4%B8%8E%E6%96%B0%E6%B8%A0%E9%81%93%E6%8B%93%E5%B1%95/37498/93215571040	Associate Manager, Consumer Activation (Social media & New channel development)	Shanghai Disney Resort	job detail page returns HTTP 404		j_a155154b2905
2026-08-06	https://job-boards.greenhouse.io/alamarbiosciences/jobs/5788046004	China Marketing Manager	Alamar Biosciences	redirects to company job-board landing page		j_354a433057cf
2026-08-06	https://jobs.smartrecruiters.com/BoschGroup/744000132740519-regional-head-of-marketing-aa-shanghai-kuala-lumpur-pt	Regional Head of Marketing AA (Shanghai & Kuala Lumpur)_ PT	Bosch	job has expired		j_2e20500236cb
2026-08-06	https://jobs.smartrecruiters.com/NielsenIQ/744000065021466-manager-fmcg-industry	Associate Manager, FMCG Industry	NielsenIQ	job has expired		j_67cded175255
2026-08-06	https://jobs.workable.com/view/Y49vMafmL7AfSKVc4XFzGd/remote-technical-support-specialist-(apac)-in-singapore-at-360dialog	Technical Support Specialist (APAC)	360dialog	HTTP 410 on finalist verification		j_f2d14b17cb45
2026-08-06	https://jobs.workable.com/view/2dXPYW58uGTrrRAUcNtq39/remote-talent-sourcer-in-bengaluru-at-maker-lab	Talent Sourcer	Maker Lab	HTTP 410 on finalist verification		j_4fc4990918d4
2026-08-06	https://jobs.workable.com/view/4gq8P5AhYMu2WKEeMiKVQp/remote-java-android-developer-(apac)-in-manila-at-legacy-people	Java Android Developer (APAC)	Legacy People	HTTP 410 on finalist verification		j_93793293b47b
2026-08-06	https://jobs.workable.com/view/tZ7EC1hJF9QzDa9C4ySMtn/remote-sales-development-representative-(apac)-in-kuala-lumpur-at-valutico	Sales Development Representative (APAC)	Valutico	HTTP 410 on finalist verification		j_cdbb0059659d
2026-08-06	https://jobs.workable.com/view/iLPMx7hJL7KT2tMW6zezhG/remote-java-back-end-developer-(apac)-in-manila-at-legacy-people	Java Back-end Developer (APAC)	Legacy People	HTTP 410 on finalist verification		j_760c68c13685
2026-08-06	https://job-boards.greenhouse.io/bloomreach/jobs/7186240	Senior Customer Success Manager APAC	Bloomreach	final URL redirected to jobs list instead of specific role		j_c7f2543db9c4
2026-08-06	https://jobs.workable.com/view/9fovkC2Qs4nj74TMgKAgKG/remote-solutions-engineer--apac-in-singapore-at-domaintools	Solutions Engineer - APAC	DomainTools	HTTP 410 on finalist verification		j_6d9d6455354e
2026-08-06	https://jobs.lever.co/jumpcloud/769b4e02-ca3b-4dfc-80333-5bd2f16d46c0	Staff Product Manager, SSO - India	JumpCloud	HTTP 404 on finalist verification		j_a132d82b34e2
2026-08-06	https://job-boards.greenhouse.io/remotecom/jobs/7779690003	Manager, Lifecycle - Time & Attendance (APAC)	Remote	redirects to company job-board landing page		j_76194316a1c8
2026-08-06	https://job-boards.greenhouse.io/canonical/jobs/7911757	Embedded Devices Software Solution Sales Manager - APAC	Canonical	captcha marker on finalist verification		j_56ddc6ba4b38
2026-08-06	https://jobs.workable.com/view/uQFhZ4KatzMZZiUktyhmYP/remote-regional-vp-of-sales--apac-in-sydney-at-genetec	Regional VP of Sales - APAC	Genetec	HTTP 410 on finalist verification		j_d29234dd8cf3
2026-08-07	https://job-boards.greenhouse.io/remotecom/jobs/7814926003	Senior Lifecycle Specialist, Employee Relations and Transitions - APAC	Remote	最终核验触发 captcha 标记，未作为日报直达链接		j_2bab604572e8
2026-08-08	https://jobs.lever.co/getwingapp/212511d7-4bb6-4624-abec-2b255fa027f1	Product & Growth Associate (Remote, AI)	Wing Assistant	最终核验返回 HTTP 404，岗位页面不可用		j_478e8dabc524
2026-08-08	https://jobs.workable.com/view/gvYXE8SzQ1EU6arxPUJy17/remote-internal-finance---head-of-system-enabling-%28finance%29-in-hong-kong-at-goglobal	Internal Finance - Head of System Enabling (Finance)	GoGlobal	最终核验返回 HTTP 410，岗位页面不可用		j_60c4d69a644b
2026-08-08	https://jobs.workable.com/view/5WgL85Nquik17qCFSr3p8v/remote-community-builder-intern-%28hong-kong%29-in-malaysia-at-reapra-pte.-ltd	Community Builder Intern (Hong Kong)	REAPRA PTE. LTD.	最终核验返回 HTTP 410，岗位页面不可用		j_fda5fef1ef16
2026-08-08	https://jobs.workable.com/view/cxQD2A3tssZvPoXvxkSc52/technical-support-specialist---apac-%7C-remote-in-indonesia-at-360dialog-gmbh	Technical Support Specialist - APAC | Remote	360dialog GmbH	最终核验返回 HTTP 410，岗位页面不可用		j_fff744e2deca
2026-08-08	https://jobs.workable.com/view/fuvnBhL7XASysLstigEMCQ/remote-video-editor-in-taiwan-at-law-offices-of-sabrina-li	Video Editor	Law Offices of Sabrina Li	最终核验返回 HTTP 410，岗位页面不可用		j_9172f5d0ff63
2026-08-08	https://jobs.workable.com/view/wtoa7LfYLodikmu6KfSGRR/remote-graphic-designer-%26-video-editor-in-indonesia-at-law-offices-of-sabrina-li	Graphic Designer & Video Editor	Law Offices of Sabrina Li	最终核验返回 HTTP 410，岗位页面不可用		j_b1e62a5b5886
2026-08-09	https://jobs.ashbyhq.com/bjakcareer/0910bbd8-5f40-4f49-9bb4-708fa156b057	Director, Business Operations	Bjak	reader-visible title/company missing		j_591eca0f683b
2026-08-09	https://jobs.lever.co/valdera/8337823f-3e7c-4ad6-a4ea-90e79b584b40	Chemicals Supplier Engagement Specialist	Valdera	HTTP 404		j_739a78ccc9f2
2026-08-09	https://jobs.ashbyhq.com/deel/53a24027-7f10-454b-b518-b63aa12887fd	Sales Development Representative, SMB | China	Deel	reader-visible title/company missing		j_529c6be33fe8
2026-08-09	https://jobs.ashbyhq.com/bjakcareer/c1455a84-6091-4f3b-9130-07bb58f2bbe9	Associate, Office of the Chairman	Bjak	reader-visible title/company missing		j_eb4b245a1330
2026-08-09	https://job-boards.greenhouse.io/pfm/jobs/6114317004	Site Contracts Manager	Precision for Medicine	link_check ok_basic false: captcha marker		j_47e17b089504
2026-08-09	https://job-boards.greenhouse.io/remotecom/jobs/7804056003	Mobility Specialist - APAC	Remote	link_check ok_basic false: captcha marker		j_d041a15580e6
2026-08-10	https://jobs.workable.com/view/3njgWTxRgE3FVENsX4zKgE/english-esl-teacher-in-zhuhai-at-elevate	English ESL Teacher	Elevate	HTTP 410		j_c6512bc27dfc
2026-08-10	https://jobs.workable.com/view/4FnjKSbxXBbB7qadgS6TbD/contract-manager-in-shanghai-at-envalior	Contract Manager	Envalior	HTTP 410		j_58e5e47bd567
2026-08-11	https://booqable.com/careers/customer-support	Customer Support	Booqable	最终链接检查命中无效页面标记		j_add6cd131c26
2026-08-11	https://jobs.ashbyhq.com/clipboard/2d4a6478-ea39-4e5e-bb0c-dc7d7b14d220	Central WFM - RTA Team Lead	Clipboard Health	无法确认岗位标题和公司信息		j_05b5532a3767
2026-08-11	https://jobs.ashbyhq.com/bjakcareer/844ba19a-fe2b-49d2-b3f7-e814cf0888bb	Full Stack Developer	BJAK	无法确认岗位标题和公司信息		j_34b00efc18f2
2026-08-11	https://jobs.ashbyhq.com/atria/1fb6bf71-0b30-416a-b3b5-e273bf4ba7c0	AI Agent Engineer	Atria	无法确认岗位标题和公司信息		j_faee769796e7
2026-08-11	https://job-boards.greenhouse.io/pfm/jobs/5799873004	Senior Clinical Research Associate	Precision for Medicine	原岗位已下线并跳转至职位列表		j_337fc6926f66
2026-08-12	https://automattic.com/work-with-us/job/applied-ai-engineer	Applied AI Engineer	Automattic	直达页跳转至公司职位总页，无法继续申请该具体岗位		j_7cbcbb39afd4
2026-08-12	https://careers.airbnb.com/positions/7945163	Software Engineer, Community Support Engineering	Airbnb	岗位直达页返回 HTTP 404		j_3b7c3cd08262
2026-08-12	https://careers.airbnb.com/positions/7546721	Frontend Engineer, Payments	Airbnb	岗位直达页返回 HTTP 404		j_8f42ec6f53c0
2026-08-12	https://jobs.lever.co/bjak/3478c846-e9be-40d8-9db8-746fe0067d59	Business Operations Associate	BJAK	岗位直达页返回 HTTP 404		j_41d09be25baf
2026-08-12	https://jobs.ashbyhq.com/lemfi/17e7ed34-6d79-4e64-8593-657ef0542b6f	Regional Performance Marketing Manager - China	LemFi	公开直达页未展示岗位标题与公司详情		j_1fa6fb2ab3fc
2026-08-12	https://jobs.ashbyhq.com/heron-power/03f080e5-659c-4f23-8ad3-77b7bb5d5526	Supplier Industrialization Engineering Manager - China	Heron Power	公开直达页未展示岗位标题与公司详情		j_fdab46eb454d
2026-08-12	https://apply.workable.com/passionio/j/B89DB32A0F	Customer Success Manager (Global Remote | SaaS)	Passion.io	岗位页跳转到职位总页		j_2000f91ba1ea
2026-08-12	https://apply.workable.com/cloudlinux-1/j/D2A76A1A60	Server Backend Developer (Go + Python) for Imunify360 (work anywhere, remote)	CloudLinux	岗位页跳转到职位总页		j_a0c715883c69
2026-08-12	https://job-boards.greenhouse.io/precisionmedicinegroup/jobs/6016951004	Clinical Trial Manager (Shanghai/Beijing)	Precision Medicine Group	岗位页跳转到职位总页		j_5ed8adbf10b8
2026-08-14	https://jobs.ashbyhq.com/bjakcareer/6964b897-0b6b-42bd-813d-578c1639b8bd	Executive, Office of the CEO (China)	BJAK	公开页面未展示具体岗位标题与公司		j_292607d9d32a
2026-08-14	https://jobs.ashbyhq.com/bjakcareer/b1db7402-cbc0-42cc-8131-92ab857c194f	Recruitment Admin	BJAK	公开页面未展示具体岗位标题与公司		j_509227518f11
2026-08-14	https://jobs.ashbyhq.com/myTomorrows/f3904413-8574-4fc4-a522-2d23fc87dd2e	Patient Navigator	myTomorrows	公开页面未展示具体岗位标题与公司		j_1b71baa5da82
2026-08-14	https://jobs.ashbyhq.com/lilt-production/1a2402d6-afd7-48c6-b7de-71350a04ccda	Freelance Multimedia Localization Specialist - Remote	LILT	公开页面未展示具体岗位标题与公司		j_10d30e4f402a
2026-08-14	https://jobs.smartrecruiters.com/InterIKEAGroup/744000119769127-tax-treasury-intern	Tax & Treasury Intern	Inter IKEA Group	页面明确显示岗位已过期		j_dc125da8a2c0
2026-08-14	https://jobs.smartrecruiters.com/InformaGroupPlc/744000128426679-sales-manager-fashion-leather	Sales Manager, Fashion/Leather	Informa Group	页面标题不匹配且岗位已过期		j_4d1337cce7e1
2026-08-14	https://jobs.workable.com/view/97awPVbaeVsurrXNMqRFD6/art-teacher-in-shanghai-at-elevate	Art Teacher	Elevate	HTTP 410，岗位页已不可访问		j_c889308b4706
2026-08-14	https://jobs.workable.com/view/2oL1HiSZUc42nZxVteTDos/english-teacher-in-beijing-at-elevate	English Teacher	Elevate	HTTP 410，岗位页已不可访问		j_231120def788
2026-08-14	https://careers.celestica.com/job/Shanghai-Manager%2C-Strategic-Supply-Chain-SH/1407388133	Manager, Strategic Supply Chain	Celestica	页面明确显示岗位已招满		j_2c1ac3c310f8
2026-08-22	https://jobs.workable.com/view/qrwPC7Q5P9wdu3KDisGfFXQ3TD/quality-assurance-%28qa%29-engineer-%28ai-%26-insurance-core-systems%29-in-chengdu-at-igloo	Quality Assurance Engineer (AI & Insurance Core Systems)	Igloo	岗位页面返回 HTTP 410		j_4ec78c0cffc7
2026-08-22	https://jobs.workable.com/view/5U3LJzLCknSkeMgfFXQ3TD/mes-functional-analyst-in-shenzhen-at-critical-manufacturing	MES Functional Analyst	Critical Manufacturing	岗位页面返回 HTTP 410		j_221c6a2a4080
2026-08-25	https://jobs.workable.com/view/tG8EFcuemaF2X3Eh3HrfhL/%E4%BD%93%E8%82%B2%E8%80%81%E5%B8%88-in-shanghai-at-elevate	体育老师	Elevate	岗位链接返回 410		j_34ba46567d02
2026-08-25	https://jobs.ashbyhq.com/bjakcareer/4687a5a5-8851-47ea-8630-7b275936418b	Product Manager, Finance Super App (China)	BJAK	公开页面未展示匹配的岗位标题和公司详情		j_6df6ecb3fb6e
2026-08-25	https://jobs.workable.com/view/ocb51AezJcB8aLEAvECi7C/%E8%87%AA%E5%8A%A8%E5%8C%96%E6%B5%8B%E8%AF%95%E5%B7%A5%E7%A8%8B%E5%B8%88-in-shenzhen-at-kody	自动化测试工程师	Kody	岗位链接返回 410		j_dc9f0b809817
2026-08-25	https://covestro.wd3.myworkdayjobs.com/en-US/cov_external/job/Pudong-Shanghai-China/Buyer_JR-2026-00935	Buyer	Covestro	公开页面未展示匹配的岗位标题和公司详情		j_8e407d4462e1
2026-08-25	https://wwecorp.wd5.myworkdayjobs.com/private_postings/job/china---shanghai-mailman/content-manager_r0008154	Content Manager	IMG	公开页面未展示匹配的岗位标题和公司详情		j_55743a85574b
2026-08-25	https://jobs.workable.com/view/wJzqLbDrgRk6mjyKgyeexP/field-applications-engineer-%28shanghai%29-in-shanghai-at-forefront-rf	Field Applications Engineer (Shanghai)	Forefront RF	岗位链接返回 410		j_f12f8a90ed06
2026-08-25	https://jobs.workable.com/view/7JK4tehyQ7zMRhgkQ8Lh35/lead-product-manager%2C-ai-monetization---shenzhen-in-shenzhen-at-wati.io	Lead Product Manager, AI Monetization - Shenzhen	WATI.io	岗位链接返回 410		j_7dd893521d91
2026-08-25	https://job-boards.greenhouse.io/adjustjobs/jobs/4659402006	Account Executive - Guangzhou based	Adjust	岗位链接回落到公司职位列表页		j_6f69c27f23d3
2026-08-27	https://job-boards.greenhouse.io/whatnot/jobs/5501922004	Senior Frontend Engineer - China	Whatnot	官方 Greenhouse 页面返回 404，已从今日入围名单移除		j_1256b13d9925
2026-08-27	https://altera.wd1.myworkdayjobs.com/en-US/Altera/job/Customer-Operations---Inside-Sales-Representative_R02862	Customer Operations & Inside Sales Representative	Altera	强制链接检查无法读取岗位正文，未通过最终可用性验证		j_88dbe7d25546
2026-08-27	https://syneoshealth.wd12.myworkdayjobs.com/en-US/Syneos_Health_External_Site/job/Safety---PV-Specialist-I_25104368	Safety & PV Specialist I - Remote, China	Syneos Health	强制链接检查无法读取岗位正文，未通过最终可用性验证		j_1a8640d249f1
2026-08-27	https://agilent.wd5.myworkdayjobs.com/Agilent_Student_Careers/job/China-Remote-Location-Chengdu/2026---_4037638	安捷伦科技2026年校园招聘 – 售后服务工程师	Agilent	强制链接检查无法读取岗位正文，未通过最终可用性验证		j_899d010d3506
2026-08-27	https://agilent.wd5.myworkdayjobs.com/zh-CN/Agilent_Careers/job/FSAE_4039159-4	现场服务应用工程师	Agilent	强制链接检查无法读取岗位正文，未通过最终可用性验证		j_b743d9ebbced
2026-08-27	https://jobs.ashbyhq.com/bjakcareer/12eba9f0-c05e-46fb-8be2-3514fc352fc5	QA Automation Engineer - Product Reliability (Remote, China)	Bjak	强制链接检查无法读取岗位正文，未通过最终可用性验证		j_4d07c220aa29
2026-08-28	https://jobs.smartrecruiters.com/NBCUniversal3/744000140379409-sales-ops-intern-tvd	Sales Ops Intern - TVD	NBCUniversal	最终验证显示岗位已过期		j_67f4e53d8d82
2026-08-28	https://jobs.smartrecruiters.com/InterIKEAGroup/744000139929591-customs-operation-intern	Customs Operation Intern	Inter IKEA Group	最终验证显示岗位已过期		j_0917063f92e4
2026-08-28	https://jobs.smartrecruiters.com/InterIKEAGroup/744000139926974-logestics-intern	Logestics Intern	Inter IKEA Group	最终验证显示岗位已过期		j_94ccfa4735ed
2026-08-28	https://jobs.smartrecruiters.com/Solidigm/744000127767559-nand-development-business-operations-intern	NAND Development Business Operations Intern	Solidigm	最终验证显示岗位已过期		j_e5b59eef98fd
2026-08-28	https://jobs.smartrecruiters.com/Versant3/744000141170959-affiliate-sales-intern	Affiliate Sales Intern	VERSANT	最终验证显示岗位已过期		j_c8c16b7074f0
2026-09-01	https://jobs.smartrecruiters.com/NielsenIQ/744000136657827-customer-success-manager-oversea-auto	Customer Success Manager - Oversea Auto	NielsenIQ	岗位页面显示已过期，未进入今日精选		j_de9884e9d02c
2026-09-01	https://jobs.smartrecruiters.com/InterIKEAGroup/744000021373985-recruiter	Recruiter	Inter IKEA Group	岗位页面显示已过期，未进入今日精选		j_7403e8825b76
2026-09-01	https://job-boards.greenhouse.io/moneyherogroup/jobs/7799423003	Executive, Customer Service	MoneyHero Group	岗位链接回落到公司职位列表页，未进入今日精选		j_ca4b99d0c569
2026-09-01	https://job-boards.greenhouse.io/capco/jobs/7920707	Business Analyst / Project Manager | Fund Administration	Capco	岗位链接回落到职位列表页，未进入今日精选		j_e3eb3bdb7051
2026-09-02	https://diageo.wd3.myworkdayjobs.com/es/Diageo_Careers/job/Shanghai-China/Customer-Services-Analyst_JR1128262	Customer Services Analyst	Diageo	页面无法确认职位标题与公司信息		j_d8404a1d0984
2026-09-02	https://careers.marshall.com/jobs/6989222-apac-operations-specialist	APAC Operations Specialist	Marshall Group	HTTP 410，职位页面已不可用		j_047577822060
2026-09-02	https://jobs.smartrecruiters.com/RenesasElectronics/744000117778038-associate-application-engineer-	Associate Application Engineer	Renesas Electronics	职位页面显示已过期		j_1c194471c1a4
2026-09-02	https://jobs.smartrecruiters.com/Nagarro1/744000139562739-senior-staff-consultant-ba-	Senior Staff Consultant (BA)	Nagarro	职位页面显示已过期		j_a266bf4eae25
2026-09-02	https://chrobinson.wd5.myworkdayjobs.com/en-US/chrobinson/job/Shanghai-China/Strategic-Customer-Success-Manager_R48553	Strategic Customer Success Manager	C.H. Robinson	页面无法确认职位标题与公司信息		j_a5e6483dd321
2026-09-02	https://careers.marshall.com/jobs/7191676-operations-specialist	Operations Specialist	Marshall Group	HTTP 410，职位页面已不可用		j_362c3d30b150
2026-09-03	https://corningjobs.corning.com/job/Shanghai-MobilityImmigrationC%26B-OPS-Specialist-SH-200031/1394187000	Mobility/Immigration/C&B OPS Specialist	Corning	link_check ok_basic false: bad-page marker		j_7dcd0cbb95ca
2026-09-03	https://jobs.apple.com/en-us/details/200678949/cn-operations-specialist	CN-Operations Specialist	Apple	link_check ok_basic false: bad-page marker		j_57e0815a3b40
2026-09-03	https://worldpay.wd5.myworkdayjobs.com/worldpay_external_careers_site/job/shanghai-shanghai-china/client-success-manager-china_jr0610657	Client Success Manager China	Worldpay	link_check ok_basic false: title/company details missing		j_048557db8aa8
2026-09-03	https://jobs.smartrecruiters.com/NielsenIQ/744000115135355-senior-analyst-customer-success	Senior Analyst, Customer Success	NielsenIQ	job page expired		j_afa26d73e23d
2026-09-03	https://jobs.smartrecruiters.com/Canva/6000000000752325-frontend-software-engineer-gptn	Frontend Software Engineer - GPTN	Canva	job page expired		j_dad63a3a514b
2026-09-03	https://jobs.smartrecruiters.com/WesternDigital/744000106424425-engineer-quality-assurance-engineering	Engineer, Quality Assurance Engineering	Western Digital	job page expired		j_68f3ebb149f2
2026-09-04	https://jobs.workable.com/view/tRLiMfhkcTaSgCJQ1HRHCd/remote-%28fluent-english%29-account-manager-%28global%29-in-shanghai-at-supportyourapp	(fluent English) Account Manager (Global)	SupportYourApp	HTTP 410，岗位页面已不可用		j_6a9b16944753
2026-09-04	https://opsarmy.careers-page.com/jobs/5a028a2a-b938-4abe-b365-025990b1ff10	Male Cantonese Audio Content Performer | Remote | China	OpsArmy	HTTP 404，岗位页面已不可用		j_a5949942cab1
2026-09-04	https://jobs.ashbyhq.com/deel/07706d90-d267-4438-847b-c6de2dc0db62	Solutions Engineer - Deel Field Services	Deel	公开页面未展示具体岗位标题与公司详情		j_bb1313e84def
2026-09-04	https://jobs.ashbyhq.com/semgrep/6d99c53a-86a0-4ffe-a4fa-d9d92bea8716	Senior Solutions Engineer - Enterprise (APAC)	Semgrep	公开页面未展示具体岗位标题与公司详情		j_71441a460ce9
2026-09-04	https://jobs.lever.co/snowplow/e209cf38-0d85-43a8-b8f4-5837ceade3af	Technical Support Manager	Snowplow Analytics	HTTP 404，岗位页面已不可用		j_1fed2ad11933
2026-09-05	https://www.freightos.com/position/F1.E61	Customer Success Specialist APAC	Freightos	link_check detected bad-page marker		j_3e501822054e
2026-09-05	https://job-boards.greenhouse.io/pfm/jobs/5778135004	Clinical Research Associate	Precision for Medicine	岗位链接重定向到职位列表错误页		j_42f2a59ff69e
2026-09-05	https://careers.sumsub.com/jobs/7437610-technical-support-engineer-l2	Technical Support Engineer (L2)	Sumsub	link_check detected bad-page marker		j_bd381eb013da
2026-09-05	https://careers.sumsub.com/jobs/8213299-junior-customer-success-manager	Junior Customer Success Manager	Sumsub	link_check detected bad-page marker		j_cddb78a7b111
2026-09-05	https://careers.sumsub.com/jobs/8217924-sales-operations-specialist	Sales Operations Specialist	Sumsub	link_check detected bad-page marker		j_8602f525c526
2026-09-07	https://jobs.lever.co/weloglobal/b4779eb4-c07e-4015-90a4-b63dbb7521b1	Alpheratz Project - Chinese (China) Translation Quality Rater	Welocalize	岗位详情页返回 HTTP 404		j_dd42da8bac90
2026-09-07	https://jobs.workable.com/view/jNcNBoHYyk18eCSQsQSk4S/remote-data-engineer---web-scraping-%284-months-contract%29-in-taiwan-at-cxg	Data Engineer - Web Scraping (4 months contract)	CXG	岗位详情页返回 HTTP 410		j_631e8aef6d36
2026-09-07	https://job-boards.greenhouse.io/pfm/jobs/5832090004	Senior Clinical Data Manager	Precision for Medicine	岗位链接跳转至招聘列表错误页，详情已不可用		j_1eead9176e79
2026-09-07	https://jobs.ashbyhq.com/bjakcareer/d3757b11-576f-40c0-b103-104e3afefe71	Lead, Strategy & Operations, China	Bjak	岗位链接仅返回通用职位页，无法核验岗位正文		j_fd22f20b0530
2026-09-08	https://job-boards.greenhouse.io/usconec/jobs/4052760009	Applications Engineer	US Conec	direct role URL redirects to company jobs list and no longer shows the selected role		j_eddce235504b
2026-09-08	https://careers.yodo1.com/jobs/8059727-sales-operations-manager-china	Sales Operations Manager - China	Yodo1	basic URL check flagged a login marker		j_5f44a01ba7c4
2026-09-08	https://job-boards.greenhouse.io/casetify/jobs/5993026004	QA Engineer - Shenzhen	CASETiFY	direct role URL redirects to company jobs list and no longer shows the selected role		j_9247f8a79a70
